"Data","Desenvolvedor","Classificacao","Especialista","Generalista","Misto","Total","Perc_Especialista","Perc_Generalista","Perc_Misto"
"2002-07-01","Bastien Nocera","Misto",0,0,1,1,0,0,100
"2002-08-01","Bastien Nocera","Misto",0,0,1,1,0,0,100
"2002-09-01","Bastien Nocera","Misto",0,0,1,1,0,0,100
"2002-09-01","James Willcox","Misto",0,0,2,2,0,0,100
"2002-10-01","Bastien Nocera","Misto",0,0,2,2,0,0,100
"2002-11-01","Bastien Nocera","Misto",0,0,2,2,0,0,100
"2002-12-01","Bastien Nocera","Misto",0,0,2,2,0,0,100
"2003-01-01","Bastien Nocera","Misto",0,0,2,2,0,0,100
"2003-02-01","Bastien Nocera","Misto",0,0,2,2,0,0,100
"2003-03-01","Bastien Nocera","Misto",0,0,2,2,0,0,100
"2003-04-01","Bastien Nocera","Misto",0,0,2,2,0,0,100
"2003-04-01","Julien Moutte","Generalista",0,1,2,3,0,33.3333333333333,66.6666666666667
"2003-05-01","Bastien Nocera","Misto",0,1,2,3,0,33.3333333333333,66.6666666666667
"2003-05-01","Julien Moutte","Generalista",0,1,2,3,0,33.3333333333333,66.6666666666667
"2003-06-01","Bastien Nocera","Misto",0,1,2,3,0,33.3333333333333,66.6666666666667
"2003-07-01","Bastien Nocera","Misto",0,1,2,3,0,33.3333333333333,66.6666666666667
"2003-07-01","Julien Moutte","Generalista",0,1,2,3,0,33.3333333333333,66.6666666666667
"2003-08-01","Bastien Nocera","Misto",0,1,2,3,0,33.3333333333333,66.6666666666667
"2003-09-01","Bastien Nocera","Misto",0,1,2,3,0,33.3333333333333,66.6666666666667
"2003-09-01","Frederic Crozat","Generalista",0,2,2,4,0,50,50
"2003-09-01","Julien Moutte","Generalista",0,2,2,4,0,50,50
"2003-10-01","Bastien Nocera","Misto",0,2,2,4,0,50,50
"2003-11-01","Bastien Nocera","Misto",0,2,2,4,0,50,50
"2003-12-01","Bastien Nocera","Misto",0,2,2,4,0,50,50
"2003-12-01","Julien Moutte","Generalista",0,2,2,4,0,50,50
"2004-01-01","Bastien Nocera","Misto",0,2,2,4,0,50,50
"2004-01-01","Jon Trowbridge","Generalista",0,3,2,5,0,60,40
"2004-01-01","Julien Moutte","Generalista",0,3,2,5,0,60,40
"2004-02-01","Bastien Nocera","Misto",0,3,2,5,0,60,40
"2004-02-01","Julien Moutte","Generalista",0,3,2,5,0,60,40
"2004-03-01","Bastien Nocera","Misto",0,3,2,5,0,60,40
"2004-04-01","Bastien Nocera","Misto",0,3,2,5,0,60,40
"2004-05-01","Bastien Nocera","Misto",0,3,2,5,0,60,40
"2004-06-01","Bastien Nocera","Misto",0,3,2,5,0,60,40
"2004-07-01","Bastien Nocera","Misto",0,3,2,5,0,60,40
"2004-08-01","Bastien Nocera","Misto",0,3,2,5,0,60,40
"2004-08-01","Mark Mcloughlin","Generalista",0,4,2,6,0,66.6666666666667,33.3333333333333
"2004-09-01","Bastien Nocera","Misto",0,4,2,6,0,66.6666666666667,33.3333333333333
"2004-09-01","Ronald Bultje","Misto",0,4,3,7,0,57.1428571428571,42.8571428571429
"2004-10-01","Bastien Nocera","Misto",0,4,3,7,0,57.1428571428571,42.8571428571429
"2004-10-01","Ronald Bultje","Misto",0,4,3,7,0,57.1428571428571,42.8571428571429
"2004-11-01","Bastien Nocera","Misto",0,4,3,7,0,57.1428571428571,42.8571428571429
"2004-11-01","Ronald Bultje","Misto",0,4,3,7,0,57.1428571428571,42.8571428571429
"2004-12-01","Bastien Nocera","Misto",0,4,3,7,0,57.1428571428571,42.8571428571429
"2004-12-01","Ronald Bultje","Misto",0,4,3,7,0,57.1428571428571,42.8571428571429
"2005-01-01","Bastien Nocera","Misto",0,4,3,7,0,57.1428571428571,42.8571428571429
"2005-01-01","Ronald Bultje","Misto",0,4,3,7,0,57.1428571428571,42.8571428571429
"2005-02-01","Bastien Nocera","Misto",0,4,3,7,0,57.1428571428571,42.8571428571429
"2005-02-01","Christian Fredrik Kalager Schaller","Generalista",0,5,3,8,0,62.5,37.5
"2005-02-01","Ronald Bultje","Misto",0,5,3,8,0,62.5,37.5
"2005-03-01","Bastien Nocera","Misto",0,5,3,8,0,62.5,37.5
"2005-03-01","Ronald Bultje","Misto",0,5,3,8,0,62.5,37.5
"2005-04-01","Bastien Nocera","Misto",0,5,3,8,0,62.5,37.5
"2005-04-01","Ronald Bultje","Misto",0,5,3,8,0,62.5,37.5
"2005-05-01","Bastien Nocera","Misto",0,5,3,8,0,62.5,37.5
"2005-05-01","Ronald Bultje","Misto",0,5,3,8,0,62.5,37.5
"2005-06-01","Bastien Nocera","Misto",0,5,3,8,0,62.5,37.5
"2005-06-01","Ronald Bultje","Misto",0,5,3,8,0,62.5,37.5
"2005-07-01","Bastien Nocera","Misto",0,5,3,8,0,62.5,37.5
"2005-07-01","Ronald Bultje","Misto",0,5,3,8,0,62.5,37.5
"2005-08-01","Bastien Nocera","Misto",0,5,3,8,0,62.5,37.5
"2005-08-01","Ronald Bultje","Misto",0,5,3,8,0,62.5,37.5
"2005-09-01","Bastien Nocera","Misto",0,5,3,8,0,62.5,37.5
"2005-10-01","Bastien Nocera","Misto",0,5,3,8,0,62.5,37.5
"2005-11-01","Bastien Nocera","Misto",0,5,3,8,0,62.5,37.5
"2005-11-01","Ronald Bultje","Misto",0,5,4,9,0,55.5555555555556,44.4444444444444
"2005-11-01","Tim-Philipp Muller","Misto",0,5,4,9,0,55.5555555555556,44.4444444444444
"2005-12-01","Bastien Nocera","Misto",0,5,4,9,0,55.5555555555556,44.4444444444444
"2005-12-01","Tim-Philipp Muller","Misto",0,5,4,9,0,55.5555555555556,44.4444444444444
"2006-01-01","Bastien Nocera","Misto",0,5,4,9,0,55.5555555555556,44.4444444444444
"2006-01-01","Ronald Bultje","Misto",0,5,4,9,0,55.5555555555556,44.4444444444444
"2006-01-01","Tim-Philipp Muller","Misto",0,5,4,9,0,55.5555555555556,44.4444444444444
"2006-02-01","Bastien Nocera","Misto",0,5,4,9,0,55.5555555555556,44.4444444444444
"2006-02-01","Ronald Bultje","Misto",0,5,4,9,0,55.5555555555556,44.4444444444444
"2006-02-01","Tim-Philipp Muller","Misto",0,5,4,9,0,55.5555555555556,44.4444444444444
"2006-03-01","Bastien Nocera","Misto",0,5,4,9,0,55.5555555555556,44.4444444444444
"2006-04-01","Bastien Nocera","Misto",0,5,4,9,0,55.5555555555556,44.4444444444444
"2006-05-01","Bastien Nocera","Misto",0,5,4,9,0,55.5555555555556,44.4444444444444
"2006-06-01","Bastien Nocera","Misto",0,5,4,9,0,55.5555555555556,44.4444444444444
"2006-07-01","Bastien Nocera","Misto",0,5,4,9,0,55.5555555555556,44.4444444444444
"2006-08-01","Bastien Nocera","Misto",0,5,4,9,0,55.5555555555556,44.4444444444444
"2006-08-01","Christian Persch","Generalista",0,6,4,10,0,60,40
"2006-09-01","Bastien Nocera","Misto",0,6,4,10,0,60,40
"2006-10-01","Bastien Nocera","Misto",0,6,4,10,0,60,40
"2006-10-01","Christian Persch","Generalista",0,6,4,10,0,60,40
"2006-11-01","Bastien Nocera","Misto",0,6,4,10,0,60,40
"2006-11-01","Christian Persch","Generalista",0,6,4,10,0,60,40
"2006-12-01","Bastien Nocera","Misto",0,6,4,10,0,60,40
"2007-01-01","Bastien Nocera","Misto",0,6,4,10,0,60,40
"2007-01-01","Christian Persch","Generalista",0,6,4,10,0,60,40
"2007-01-01","Tim-Philipp Muller","Misto",0,6,4,10,0,60,40
"2007-02-01","Bastien Nocera","Misto",0,6,4,10,0,60,40
"2007-02-01","Christian Persch","Misto",0,5,5,10,0,50,50
"2007-02-01","Tim-Philipp Muller","Misto",0,5,5,10,0,50,50
"2007-03-01","Bastien Nocera","Misto",0,5,5,10,0,50,50
"2007-03-01","Tim-Philipp Muller","Misto",0,5,5,10,0,50,50
"2007-04-01","Bastien Nocera","Misto",0,5,5,10,0,50,50
"2007-04-01","Jan Arne Petersen","Generalista",0,6,5,11,0,54.5454545454545,45.4545454545455
"2007-05-01","Bastien Nocera","Misto",0,6,5,11,0,54.5454545454545,45.4545454545455
"2007-05-01","Philip Withnall","Generalista",0,7,5,12,0,58.3333333333333,41.6666666666667
"2007-06-01","Bastien Nocera","Misto",0,7,5,12,0,58.3333333333333,41.6666666666667
"2007-06-01","Philip Withnall","Generalista",0,7,5,12,0,58.3333333333333,41.6666666666667
"2007-07-01","Bastien Nocera","Misto",0,7,5,12,0,58.3333333333333,41.6666666666667
"2007-07-01","Christian Persch","Misto",0,7,6,13,0,53.8461538461538,46.1538461538462
"2007-07-01","Frederic Crozat","Generalista",0,7,6,13,0,53.8461538461538,46.1538461538462
"2007-07-01","Jonathan Matthew","Misto",0,7,6,13,0,53.8461538461538,46.1538461538462
"2007-08-01","Bastien Nocera","Misto",0,7,6,13,0,53.8461538461538,46.1538461538462
"2007-08-01","Jonathan Matthew","Misto",0,7,6,13,0,53.8461538461538,46.1538461538462
"2007-09-01","Bastien Nocera","Misto",0,7,6,13,0,53.8461538461538,46.1538461538462
"2007-10-01","Bastien Nocera","Misto",0,7,6,13,0,53.8461538461538,46.1538461538462
"2007-10-01","Philip Withnall","Generalista",0,7,6,13,0,53.8461538461538,46.1538461538462
"2007-11-01","Bastien Nocera","Misto",0,7,6,13,0,53.8461538461538,46.1538461538462
"2007-11-01","James Livingston","Generalista",0,10,6,16,0,62.5,37.5
"2007-11-01","Kjartan Maraas","Generalista",0,10,6,16,0,62.5,37.5
"2007-11-01","Mathias Hasselmann","Generalista",0,10,6,16,0,62.5,37.5
"2007-11-01","Philip Withnall","Generalista",0,10,6,16,0,62.5,37.5
"2007-12-01","Bastien Nocera","Misto",0,10,6,16,0,62.5,37.5
"2007-12-01","Mathias Hasselmann","Generalista",0,11,6,17,0,64.7058823529412,35.2941176470588
"2007-12-01","Philip Withnall","Generalista",0,11,6,17,0,64.7058823529412,35.2941176470588
"2007-12-01","Takao Fujiwara","Generalista",0,11,6,17,0,64.7058823529412,35.2941176470588
"2008-01-01","Bastien Nocera","Misto",0,11,6,17,0,64.7058823529412,35.2941176470588
"2008-01-01","Philip Withnall","Generalista",0,11,6,17,0,64.7058823529412,35.2941176470588
"2008-02-01","Bastien Nocera","Misto",0,11,6,17,0,64.7058823529412,35.2941176470588
"2008-02-01","Philip Withnall","Generalista",0,11,6,17,0,64.7058823529412,35.2941176470588
"2008-03-01","Bastien Nocera","Misto",0,11,6,17,0,64.7058823529412,35.2941176470588
"2008-03-01","Philip Withnall","Misto",0,10,7,17,0,58.8235294117647,41.1764705882353
"2008-04-01","Bastien Nocera","Misto",0,10,7,17,0,58.8235294117647,41.1764705882353
"2008-04-01","Philip Withnall","Misto",0,10,7,17,0,58.8235294117647,41.1764705882353
"2008-05-01","Bastien Nocera","Misto",0,10,7,17,0,58.8235294117647,41.1764705882353
"2008-05-01","Christian Persch","Misto",0,11,7,18,0,61.1111111111111,38.8888888888889
"2008-05-01","Guillaume Desmottes","Generalista",0,11,7,18,0,61.1111111111111,38.8888888888889
"2008-05-01","Philip Withnall","Misto",0,11,7,18,0,61.1111111111111,38.8888888888889
"2008-06-01","Bastien Nocera","Misto",0,11,7,18,0,61.1111111111111,38.8888888888889
