"Data","Desenvolvedor","Classificacao","Especialista","Generalista","Misto","Total","Perc_Especialista","Perc_Generalista","Perc_Misto"
"2008-07-01","Bastien Nocera","Misto",0,11,7,18,0,61.1111111111111,38.8888888888889
"2008-08-01","Bastien Nocera","Misto",0,11,7,18,0,61.1111111111111,38.8888888888889
"2008-09-01","Bastien Nocera","Misto",0,11,7,18,0,61.1111111111111,38.8888888888889
"2008-09-01","Philip Withnall","Misto",0,11,7,18,0,61.1111111111111,38.8888888888889
"2008-10-01","Bastien Nocera","Misto",0,11,7,18,0,61.1111111111111,38.8888888888889
"2008-10-01","Philip Withnall","Misto",0,11,7,18,0,61.1111111111111,38.8888888888889
"2008-11-01","Bastien Nocera","Misto",0,11,7,18,0,61.1111111111111,38.8888888888889
"2008-11-01","Christian Persch","Misto",1,11,7,19,5.26315789473684,57.8947368421053,36.8421052631579
"2008-11-01","Cosimo Cecchi","Especialista",1,11,7,19,5.26315789473684,57.8947368421053,36.8421052631579
"2008-11-01","Philip Withnall","Misto",1,11,7,19,5.26315789473684,57.8947368421053,36.8421052631579
"2008-12-01","Bastien Nocera","Misto",1,11,7,19,5.26315789473684,57.8947368421053,36.8421052631579
"2008-12-01","Philip Withnall","Misto",1,11,7,19,5.26315789473684,57.8947368421053,36.8421052631579
"2009-01-01","Bastien Nocera","Misto",1,11,7,19,5.26315789473684,57.8947368421053,36.8421052631579
"2009-01-01","Brian Cameron","Generalista",1,12,7,20,5,60,35
"2009-01-01","Philip Withnall","Misto",1,12,7,20,5,60,35
"2009-02-01","Bastien Nocera","Misto",1,12,7,20,5,60,35
"2009-02-01","Philip Withnall","Misto",1,12,7,20,5,60,35
"2009-03-01","Bastien Nocera","Misto",1,12,7,20,5,60,35
"2009-03-01","Christian Persch","Misto",1,12,7,20,5,60,35
"2009-03-01","Philip Withnall","Misto",1,12,7,20,5,60,35
"2009-04-01","Bastien Nocera","Misto",1,12,7,20,5,60,35
"2009-04-01","Christian Persch","Misto",1,12,7,20,5,60,35
"2009-04-01","Philip Withnall","Misto",1,12,7,20,5,60,35
"2009-05-01","Bastien Nocera","Misto",1,12,7,20,5,60,35
"2009-06-01","Bastien Nocera","Misto",1,12,7,20,5,60,35
"2009-06-01","Christian Persch","Misto",1,12,7,20,5,60,35
"2009-06-01","Philip Withnall","Misto",1,12,7,20,5,60,35
"2009-07-01","Bastien Nocera","Misto",1,12,7,20,5,60,35
"2009-07-01","Philip Withnall","Misto",1,12,7,20,5,60,35
"2009-08-01","Bastien Nocera","Misto",1,12,7,20,5,60,35
"2009-08-01","Philip Withnall","Misto",1,12,7,20,5,60,35
"2009-09-01","Bastien Nocera","Misto",1,12,7,20,5,60,35
"2009-09-01","Christian Persch","Misto",1,12,7,20,5,60,35
"2009-09-01","Philip Withnall","Misto",1,12,7,20,5,60,35
"2009-10-01","Bastien Nocera","Misto",1,12,7,20,5,60,35
"2009-11-01","Bastien Nocera","Misto",1,12,7,20,5,60,35
"2009-11-01","Christian Persch","Misto",1,13,7,21,4.76190476190476,61.9047619047619,33.3333333333333
"2009-11-01","Philip Withnall","Misto",1,13,7,21,4.76190476190476,61.9047619047619,33.3333333333333
"2009-11-01","Robin Stocker","Generalista",1,13,7,21,4.76190476190476,61.9047619047619,33.3333333333333
"2009-12-01","Bastien Nocera","Misto",1,13,7,21,4.76190476190476,61.9047619047619,33.3333333333333
"2010-01-01","Bastien Nocera","Misto",1,13,7,21,4.76190476190476,61.9047619047619,33.3333333333333
"2010-02-01","Bastien Nocera","Misto",1,13,7,21,4.76190476190476,61.9047619047619,33.3333333333333
"2010-02-01","Javier Jardon","Generalista",1,14,7,22,4.54545454545455,63.6363636363636,31.8181818181818
"2010-02-01","Philip Withnall","Misto",1,14,7,22,4.54545454545455,63.6363636363636,31.8181818181818
"2010-03-01","Bastien Nocera","Misto",1,14,7,22,4.54545454545455,63.6363636363636,31.8181818181818
"2010-04-01","Bastien Nocera","Misto",1,14,7,22,4.54545454545455,63.6363636363636,31.8181818181818
"2010-04-01","Philip Withnall","Misto",1,14,7,22,4.54545454545455,63.6363636363636,31.8181818181818
"2010-05-01","Bastien Nocera","Misto",1,14,7,22,4.54545454545455,63.6363636363636,31.8181818181818
"2010-06-01","Bastien Nocera","Misto",1,14,7,22,4.54545454545455,63.6363636363636,31.8181818181818
"2010-06-01","Philip Withnall","Misto",1,15,7,23,4.34782608695652,65.2173913043478,30.4347826086957
"2010-07-01","Alexander Saprykin","Generalista",1,15,7,23,4.34782608695652,65.2173913043478,30.4347826086957
"2010-07-01","Philip Withnall","Misto",1,15,7,23,4.34782608695652,65.2173913043478,30.4347826086957
"2010-08-01","Bastien Nocera","Misto",1,15,7,23,4.34782608695652,65.2173913043478,30.4347826086957
"2010-08-01","Philip Withnall","Misto",1,15,7,23,4.34782608695652,65.2173913043478,30.4347826086957
"2010-09-01","Bastien Nocera","Misto",1,15,7,23,4.34782608695652,65.2173913043478,30.4347826086957
"2010-09-01","Philip Withnall","Misto",1,15,7,23,4.34782608695652,65.2173913043478,30.4347826086957
"2010-10-01","Bastien Nocera","Misto",1,15,7,23,4.34782608695652,65.2173913043478,30.4347826086957
"2010-10-01","Matthias Clasen","Generalista",1,16,7,24,4.16666666666667,66.6666666666667,29.1666666666667
"2010-11-01","Bastien Nocera","Misto",1,16,7,24,4.16666666666667,66.6666666666667,29.1666666666667
"2010-12-01","Bastien Nocera","Misto",1,16,7,24,4.16666666666667,66.6666666666667,29.1666666666667
"2010-12-01","Philip Withnall","Misto",1,16,7,24,4.16666666666667,66.6666666666667,29.1666666666667
"2011-01-01","Bastien Nocera","Misto",1,16,7,24,4.16666666666667,66.6666666666667,29.1666666666667
"2011-01-01","Philip Withnall","Misto",1,16,7,24,4.16666666666667,66.6666666666667,29.1666666666667
"2011-02-01","Bastien Nocera","Misto",1,16,7,24,4.16666666666667,66.6666666666667,29.1666666666667
"2011-02-01","Ignacio Casal Quinteiro","Generalista",1,17,7,25,4,68,28
"2011-02-01","Philip Withnall","Misto",1,17,7,25,4,68,28
"2011-03-01","Bastien Nocera","Misto",1,17,7,25,4,68,28
"2011-03-01","Tim-Philipp Muller","Misto",1,17,7,25,4,68,28
"2011-04-01","Bastien Nocera","Misto",1,17,7,25,4,68,28
"2011-04-01","Philip Withnall","Misto",1,17,7,25,4,68,28
"2011-06-01","Bastien Nocera","Misto",1,17,7,25,4,68,28
"2011-06-01","Philip Withnall","Misto",1,17,7,25,4,68,28
"2011-07-01","Bastien Nocera","Misto",1,17,7,25,4,68,28
"2011-07-01","Philip Withnall","Misto",1,17,7,25,4,68,28
"2011-09-01","Bastien Nocera","Misto",1,17,7,25,4,68,28
"2011-10-01","Bastien Nocera","Misto",1,17,7,25,4,68,28
"2011-11-01","Bastien Nocera","Misto",1,17,7,25,4,68,28
"2011-12-01","Bastien Nocera","Misto",1,17,7,25,4,68,28
"2011-12-01","Philip Withnall","Misto",1,17,7,25,4,68,28
"2012-01-01","Bastien Nocera","Misto",1,17,7,25,4,68,28
"2012-03-01","Bastien Nocera","Misto",1,17,7,25,4,68,28
"2012-04-01","Bastien Nocera","Misto",1,17,7,25,4,68,28
"2012-05-01","Bastien Nocera","Misto",1,17,7,25,4,68,28
"2012-06-01","Bastien Nocera","Misto",1,17,7,25,4,68,28
"2012-07-01","Bastien Nocera","Misto",1,17,7,25,4,68,28
"2012-08-01","Bastien Nocera","Misto",1,17,7,25,4,68,28
"2012-09-01","Bastien Nocera","Misto",1,17,7,25,4,68,28
"2012-10-01","Bastien Nocera","Misto",1,17,7,25,4,68,28
"2012-11-01","Bastien Nocera","Misto",1,17,7,25,4,68,28
"2012-12-01","Bastien Nocera","Misto",1,17,7,25,4,68,28
"2012-12-01","Philip Withnall","Misto",1,17,7,25,4,68,28
"2013-01-01","Bastien Nocera","Misto",1,17,7,25,4,68,28
"2013-02-01","Bastien Nocera","Misto",1,17,7,25,4,68,28
"2013-03-01","Bastien Nocera","Misto",1,17,7,25,4,68,28
"2013-04-01","Bastien Nocera","Misto",1,17,7,25,4,68,28
"2013-05-01","Bastien Nocera","Misto",1,17,7,25,4,68,28
"2013-07-01","Bastien Nocera","Misto",1,17,7,25,4,68,28
"2013-07-01","Yosef Or Boczko","Generalista",1,18,7,26,3.84615384615385,69.2307692307692,26.9230769230769
"2013-08-01","Bastien Nocera","Misto",1,18,7,26,3.84615384615385,69.2307692307692,26.9230769230769
"2013-08-01","Philip Withnall","Misto",1,18,7,26,3.84615384615385,69.2307692307692,26.9230769230769
"2013-09-01","Bastien Nocera","Misto",1,18,7,26,3.84615384615385,69.2307692307692,26.9230769230769
"2013-09-01","Philip Withnall","Misto",1,18,7,26,3.84615384615385,69.2307692307692,26.9230769230769
"2013-10-01","Bastien Nocera","Misto",1,18,7,26,3.84615384615385,69.2307692307692,26.9230769230769
"2013-11-01","Bastien Nocera","Misto",1,18,7,26,3.84615384615385,69.2307692307692,26.9230769230769
"2013-12-01","Bastien Nocera","Misto",1,18,7,26,3.84615384615385,69.2307692307692,26.9230769230769
"2014-01-01","Bastien Nocera","Misto",1,18,7,26,3.84615384615385,69.2307692307692,26.9230769230769
"2014-01-01","Philip Withnall","Misto",1,18,7,26,3.84615384615385,69.2307692307692,26.9230769230769
"2014-02-01","Bastien Nocera","Misto",1,18,7,26,3.84615384615385,69.2307692307692,26.9230769230769
"2014-03-01","Bastien Nocera","Misto",1,18,7,26,3.84615384615385,69.2307692307692,26.9230769230769
"2014-04-01","Bastien Nocera","Misto",1,18,7,26,3.84615384615385,69.2307692307692,26.9230769230769
"2014-05-01","Bastien Nocera","Misto",1,18,7,26,3.84615384615385,69.2307692307692,26.9230769230769
"2014-06-01","Bastien Nocera","Misto",1,18,7,26,3.84615384615385,69.2307692307692,26.9230769230769
"2014-07-01","Bastien Nocera","Misto",1,18,7,26,3.84615384615385,69.2307692307692,26.9230769230769
"2014-08-01","Bastien Nocera","Misto",1,18,7,26,3.84615384615385,69.2307692307692,26.9230769230769
"2014-09-01","Bastien Nocera","Misto",1,18,7,26,3.84615384615385,69.2307692307692,26.9230769230769
"2014-10-01","Bastien Nocera","Misto",1,18,7,26,3.84615384615385,69.2307692307692,26.9230769230769
"2014-11-01","Bastien Nocera","Misto",1,18,7,26,3.84615384615385,69.2307692307692,26.9230769230769
"2014-12-01","Bastien Nocera","Misto",1,18,7,26,3.84615384615385,69.2307692307692,26.9230769230769
"2015-01-01","Bastien Nocera","Misto",1,18,7,26,3.84615384615385,69.2307692307692,26.9230769230769
"2015-02-01","Bastien Nocera","Misto",1,18,7,26,3.84615384615385,69.2307692307692,26.9230769230769
"2015-03-01","Bastien Nocera","Misto",1,18,7,26,3.84615384615385,69.2307692307692,26.9230769230769
"2015-04-01","Bastien Nocera","Misto",1,18,7,26,3.84615384615385,69.2307692307692,26.9230769230769
"2015-05-01","Bastien Nocera","Misto",1,18,7,26,3.84615384615385,69.2307692307692,26.9230769230769
"2015-07-01","Matthieu Gautier","Generalista",1,19,7,27,3.7037037037037,70.3703703703704,25.9259259259259
"2015-08-01","Bastien Nocera","Misto",1,19,7,27,3.7037037037037,70.3703703703704,25.9259259259259
"2015-09-01","Bastien Nocera","Misto",1,19,7,27,3.7037037037037,70.3703703703704,25.9259259259259
"2015-11-01","Bastien Nocera","Misto",1,19,7,27,3.7037037037037,70.3703703703704,25.9259259259259
"2015-12-01","Bastien Nocera","Misto",1,19,7,27,3.7037037037037,70.3703703703704,25.9259259259259
"2016-01-01","Bastien Nocera","Misto",1,19,7,27,3.7037037037037,70.3703703703704,25.9259259259259
"2016-03-01","Bastien Nocera","Misto",1,19,7,27,3.7037037037037,70.3703703703704,25.9259259259259
"2016-04-01","Bastien Nocera","Misto",1,19,7,27,3.7037037037037,70.3703703703704,25.9259259259259
"2016-06-01","Bastien Nocera","Misto",1,19,7,27,3.7037037037037,70.3703703703704,25.9259259259259
"2016-10-01","Bastien Nocera","Misto",1,19,7,27,3.7037037037037,70.3703703703704,25.9259259259259
"2016-11-01","Bastien Nocera","Misto",1,19,7,27,3.7037037037037,70.3703703703704,25.9259259259259
"2016-11-01","Philip Withnall","Misto",1,19,7,27,3.7037037037037,70.3703703703704,25.9259259259259
"2016-12-01","Bastien Nocera","Misto",1,19,7,27,3.7037037037037,70.3703703703704,25.9259259259259
"2017-04-01","Bastien Nocera","Misto",1,19,7,27,3.7037037037037,70.3703703703704,25.9259259259259
"2017-05-01","Bastien Nocera","Misto",1,19,7,27,3.7037037037037,70.3703703703704,25.9259259259259
"2017-06-01","Bastien Nocera","Misto",1,19,7,27,3.7037037037037,70.3703703703704,25.9259259259259
"2017-07-01","Bastien Nocera","Misto",1,19,7,27,3.7037037037037,70.3703703703704,25.9259259259259
"2017-08-01","Bastien Nocera","Misto",1,19,7,27,3.7037037037037,70.3703703703704,25.9259259259259
"2017-09-01","Bastien Nocera","Misto",1,19,7,27,3.7037037037037,70.3703703703704,25.9259259259259
"2018-05-01","Bastien Nocera","Misto",1,19,7,27,3.7037037037037,70.3703703703704,25.9259259259259
"2018-06-01","Bastien Nocera","Misto",1,19,7,27,3.7037037037037,70.3703703703704,25.9259259259259
"2018-11-01","Bastien Nocera","Misto",1,19,7,27,3.7037037037037,70.3703703703704,25.9259259259259
"2018-12-01","Bastien Nocera","Misto",1,19,7,27,3.7037037037037,70.3703703703704,25.9259259259259
"2019-01-01","Bastien Nocera","Misto",1,19,7,27,3.7037037037037,70.3703703703704,25.9259259259259
"2019-02-01","Bastien Nocera","Misto",1,19,7,27,3.7037037037037,70.3703703703704,25.9259259259259
"2019-05-01","Bastien Nocera","Misto",1,19,7,27,3.7037037037037,70.3703703703704,25.9259259259259
"2019-07-01","Bastien Nocera","Misto",1,19,7,27,3.7037037037037,70.3703703703704,25.9259259259259
"2019-09-01","Bastien Nocera","Misto",1,19,7,27,3.7037037037037,70.3703703703704,25.9259259259259
"2019-10-01","Bastien Nocera","Misto",1,19,7,27,3.7037037037037,70.3703703703704,25.9259259259259
"2019-10-01","Robert Roth","Generalista",1,20,7,28,3.57142857142857,71.4285714285714,25
"2019-11-01","Bastien Nocera","Misto",1,20,7,28,3.57142857142857,71.4285714285714,25
"2019-12-01","Bastien Nocera","Misto",1,20,7,28,3.57142857142857,71.4285714285714,25
"2020-02-01","Bastien Nocera","Misto",1,20,7,28,3.57142857142857,71.4285714285714,25
"2020-03-01","Bastien Nocera","Misto",1,20,7,28,3.57142857142857,71.4285714285714,25
"2020-04-01","Bastien Nocera","Misto",1,20,7,28,3.57142857142857,71.4285714285714,25
"2020-07-01","Bastien Nocera","Misto",1,20,7,28,3.57142857142857,71.4285714285714,25
"2020-08-01","Bastien Nocera","Misto",1,20,7,28,3.57142857142857,71.4285714285714,25
"2020-09-01","Bastien Nocera","Misto",1,20,7,28,3.57142857142857,71.4285714285714,25
