"Desenvolvedor","Data","Classificacao_ownership","Major","Minor","Total"
"Glenn Randers-Pehrson","2012-04-01","Major",3,0,3
"John Bowler","2012-04-01","Major",3,0,3
"Glenn Randers-Pehrson","2012-05-01","Major",3,0,3
"Glenn Randers-Pehrson","2012-06-01","Major",3,0,3
"Glenn Randers-Pehrson","2012-07-01","Major",3,0,3
"Glenn Randers-Pehrson","2012-08-01","Major",3,0,3
"John Bowler","2012-08-01","Major",3,0,3
"Glenn Randers-Pehrson","2012-09-01","Major",3,0,3
"John Bowler","2012-09-01","Major",3,0,3
"Glenn Randers-Pehrson","2012-10-01","Major",3,0,3
"Glenn Randers-Pehrson","2012-11-01","Major",3,0,3
"John Bowler","2012-11-01","Major",3,0,3
"Glenn Randers-Pehrson","2012-12-01","Major",3,0,3
"Glenn Randers-Pehrson","2013-01-01","Major",3,0,3
"John Bowler","2013-01-01","Major",3,0,3
"Glenn Randers-Pehrson","2013-02-01","Major",3,0,3
"John Bowler","2013-02-01","Major",3,0,3
"Glenn Randers-Pehrson","2013-03-01","Major",3,0,3
"John Bowler","2013-03-01","Major",3,0,3
"Glenn Randers-Pehrson","2013-04-01","Major",3,0,3
"Glenn Randers-Pehrson","2013-05-01","Major",3,0,3
"John Bowler","2013-05-01","Major",3,0,3
"Glenn Randers-Pehrson","2013-06-01","Major",3,0,3
"John Bowler","2013-06-01","Major",3,0,3
"Glenn Randers-Pehrson","2013-07-01","Major",3,0,3
"Glenn Randers-Pehrson","2013-08-01","Major",3,0,3
"Glenn Randers-Pehrson","2013-09-01","Major",3,0,3
"Glenn Randers-Pehrson","2013-10-01","Major",3,0,3
"Glenn Randers-Pehrson","2013-11-01","Major",3,0,3
"John Bowler","2013-11-01","Major",3,0,3
"Glenn Randers-Pehrson","2013-12-01","Major",3,0,3
"Glenn Randers-Pehrson","2014-01-01","Major",3,0,3
"Glenn Randers-Pehrson","2014-02-01","Major",3,0,3
"John Bowler","2014-02-01","Major",3,0,3
"Glenn Randers-Pehrson","2014-03-01","Major",3,0,3
"Glenn Randers-Pehrson","2014-04-01","Major",3,0,3
"Glenn Randers-Pehrson","2014-05-01","Major",3,0,3
"Glenn Randers-Pehrson","2014-06-01","Major",3,0,3
"Glenn Randers-Pehrson","2014-07-01","Major",3,0,3
"Glenn Randers-Pehrson","2014-08-01","Major",3,0,3
"Glenn Randers-Pehrson","2014-09-01","Major",3,0,3
"Glenn Randers-Pehrson","2014-10-01","Major",3,0,3
"Glenn Randers-Pehrson","2014-11-01","Major",3,0,3
"Glenn Randers-Pehrson","2014-12-01","Major",3,0,3
"John Bowler","2014-12-01","Major",3,0,3
"Glenn Randers-Pehrson","2015-01-01","Major",3,0,3
"Glenn Randers-Pehrson","2015-02-01","Major",3,0,3
"Glenn Randers-Pehrson","2015-03-01","Major",3,0,3
"Glenn Randers-Pehrson","2015-04-01","Major",3,0,3
"Glenn Randers-Pehrson","2015-05-01","Major",3,0,3
"John Bowler","2015-05-01","Major",3,0,3
"Glenn Randers-Pehrson","2015-06-01","Major",3,0,3
"Glenn Randers-Pehrson","2015-07-01","Major",3,0,3
"Glenn Randers-Pehrson","2015-08-01","Major",3,0,3
"Glenn Randers-Pehrson","2015-09-01","Major",3,0,3
"John Bowler","2015-09-01","Major",3,0,3
"Glenn Randers-Pehrson","2015-10-01","Major",3,0,3
"Glenn Randers-Pehrson","2015-11-01","Major",3,0,3
"John Bowler","2015-11-01","Major",3,0,3
"Glenn Randers-Pehrson","2015-12-01","Major",3,0,3
"Glenn Randers-Pehrson","2016-01-01","Major",3,0,3
"John Bowler","2016-01-01","Major",3,0,3
"Glenn Randers-Pehrson","2016-02-01","Major",3,0,3
"John Bowler","2016-02-01","Major",4,0,4
"Matt Sarett","2016-02-01","Major",4,0,4
"Glenn Randers-Pehrson","2016-03-01","Major",4,0,4
"Glenn Randers-Pehrson","2016-04-01","Major",4,0,4
"John Bowler","2016-04-01","Major",4,0,4
"Glenn Randers-Pehrson","2016-05-01","Major",4,0,4
"Glenn Randers-Pehrson","2016-06-01","Major",4,0,4
"John Bowler","2016-06-01","Major",4,0,4
"Glenn Randers-Pehrson","2016-07-01","Major",4,0,4
"John Bowler","2016-07-01","Major",4,0,4
"Glenn Randers-Pehrson","2016-08-01","Major",4,0,4
"Mandar Sahastrabuddhe","2016-08-01","Major",5,0,5
"Glenn Randers-Pehrson","2016-09-01","Major",5,0,5
"Glenn Randers-Pehrson","2016-10-01","Major",5,0,5
"Glenn Randers-Pehrson","2016-11-01","Major",5,0,5
"Glenn Randers-Pehrson","2016-12-01","Major",5,0,5
"Glenn Randers-Pehrson","2017-01-01","Major",5,0,5
"Vadim Barkov","2017-01-01","Major",6,0,6
"Glenn Randers-Pehrson","2017-02-01","Major",6,0,6
"John Bowler","2017-02-01","Major",6,0,6
"Vadim Barkov","2017-02-01","Major",6,0,6
"Glenn Randers-Pehrson","2017-03-01","Major",6,0,6
"Glenn Randers-Pehrson","2017-04-01","Major",6,0,6
"Glenn Randers-Pehrson","2017-05-01","Major",6,0,6
"Glenn Randers-Pehrson","2017-06-01","Major",6,0,6
"Glenn Randers-Pehrson","2017-07-01","Major",6,0,6
"John Bowler","2017-07-01","Major",6,0,6
"Glenn Randers-Pehrson","2017-08-01","Major",6,0,6
"Glenn Randers-Pehrson","2017-09-01","Major",6,0,6
"Glenn Randers-Pehrson","2017-10-01","Major",6,0,6
"Glenn Randers-Pehrson","2017-11-01","Major",6,0,6
"Glenn Randers-Pehrson","2018-01-01","Major",6,0,6
"Richard Townsend","2018-01-01","Major",7,0,7
"Glenn Randers-Pehrson","2018-03-01","Major",7,0,7
"Cosmin Truta","2018-09-01","Major",8,0,8
"Cosmin Truta","2018-12-01","Major",8,0,8
"Cosmin Truta","2019-02-01","Major",8,0,8
"Cosmin Truta","2019-03-01","Major",8,0,8
"Cosmin Truta","2019-04-01","Major",8,0,8
