"Data","Desenvolvedor","Classificacao","Especialista","Generalista","Misto","Total","Perc_Especialista","Perc_Generalista","Perc_Misto"
"2013-09-01","Stefan Buhler","Misto",0,0,2,2,0,0,100
"2013-12-01","Stefan Buhler","Misto",0,0,2,2,0,0,100
"2014-01-01","Stefan Buhler","Misto",0,0,2,2,0,0,100
"2014-02-01","Stefan Buhler","Misto",0,0,2,2,0,0,100
"2014-04-01","Stefan Buhler","Misto",0,0,2,2,0,0,100
"2014-05-01","Stefan Buhler","Misto",0,0,2,2,0,0,100
"2014-06-01","Stefan Buhler","Misto",0,0,2,2,0,0,100
"2014-11-01","Stefan Buhler","Misto",0,0,2,2,0,0,100
"2014-12-01","Stefan Buhler","Misto",0,0,2,2,0,0,100
"2015-01-01","Stefan Buhler","Misto",0,0,2,2,0,0,100
"2015-06-01","Stefan Buhler","Misto",0,0,2,2,0,0,100
"2015-08-01","Stefan Buhler","Misto",0,0,2,2,0,0,100
"2015-12-01","Stefan Buhler","Misto",0,0,2,2,0,0,100
"2016-08-01","Stefan Buhler","Misto",0,0,2,2,0,0,100
"2016-10-01","Stefan Buhler","Misto",0,0,2,2,0,0,100
"2017-01-01","Stefan Buhler","Misto",0,0,2,2,0,0,100
"2017-05-01","Stefan Buhler","Misto",0,0,2,2,0,0,100
"2017-07-01","Stefan Buhler","Misto",0,0,2,2,0,0,100
"2018-09-01","Stefan Buhler","Misto",0,0,2,2,0,0,100
"2019-08-01","Stefan Buhler","Misto",0,0,2,2,0,0,100
"2020-06-01","Stefan Buhler","Misto",0,0,2,2,0,0,100
