"Commit","EhAutor","Arquivo"
"0e8ac8b7a1a100a87900ae010edacde50e21af2c","Autor",1
"0ec02c13c7b17f2ad74a834f8b7b2d1ecc2d4630","Colaborador",1
"0f26470169af253a10d173ded60394e107f14e91","Colaborador",1
"0f6434986f576bf680e0231e0208bf0f977465e8","Colaborador",1
"0f828dd74f9ea81fe70c8a101a7aa7c40737437a","Colaborador",1
"0f90e6314a1beafb25721d56f13d3bfa3a00392c","Autor",1
"0ff2ade0783481d80d9ce7b66d02f9a15d3bff04","Colaborador",1
"1007af9506dc94f3ab41ee52e4899182a48c8dec","Colaborador",1
"107938971cd96b5cfdb6b26e2ce81f2d8a6bc224","Colaborador",1
"10b195a59ff1524ec779a9e061e56c4e9d7cf0fc","Colaborador",1
"10e6774f0e8aa477fe245ba51ba6f4c548bef7eb","Colaborador",1
"1186236ac11d959bd7b2af5c53db065f3aa3da13","Colaborador",1
"1215336b2da255436764c6fc8ad7bfac1915f4b6","Colaborador",1
"12456bf063d7d2c7b4e5c67586a059bd1449616c","Colaborador",1
"1265eee9e5c7bda90217e943b4a4b8a5729fa15f","Colaborador",1
"12b5466b75036e3f3db0fda221c2af90994522f6","Autor",1
"12cdb7704c58af2d2e2d7f54a9fa288e59825d3f","Colaborador",1
"130be78dbb3721a48fcd0530437818f1a0eef802","Colaborador",1
"13288a8251629dee0a3ff11a958f4c4f29afcef0","Autor",1
"13449c282af66183646d758178e6862540f31898","Colaborador",1
"13db2011e3b83e7a73b8465c8487edb9a2913c58","Colaborador",1
"13f6d9265a92fe2f1f6baf9d44e58302a55d4baf","Colaborador",1
"1432ecfb33654bba46fd55cad3527a4f7a1e82f5","Colaborador",1
"15396fc2cd28434ebe15e72f32b82e6481b93bea","Colaborador",1
"15600f405f2d5bda6ccf0dd73957395716e0d4d3","Colaborador",1
"1567d326971811fd956042aaa43c932d247b4681","Autor",1
"157dab258e30c87844bdbcf164117f5238ea89d8","Colaborador",1
"15c2ff2d549fad936789ea29455d3ae8ef665c59","Autor",1
"15c2ff2d549fad936789ea29455d3ae8ef665c59","Colaborador",1
"162fc1ead323cef91079ba5be9f47d99b3ca39d4","Autor",1
"1665443062997efdca5c2c8b75e3aa4059e85b69","Colaborador",1
"16d1fccf6132fffa9a398ac6d4b8456b6e3facb6","Colaborador",1
