"Arquivo","Variabilidades"
"benchmark.c",1
"chardata.c",2
"codepage.c",1
"elements.c",2
"expat_68k_handler_stubs.c",1
"expat_68k.c",1
"expat_lib.c",1
"hashtable.c",2
"launch.c",1
"loadlibrary.c",8
"readfilemap.c",11
"runtests.c",4
"structdata.c",2
"unixfilemap.c",1
"wfcheck.c",1
"win32filemap.c",2
"xml_parse_fuzzer.c",1
"xml_parsebuffer_fuzzer.c",1
"xmlec.c",4
"xmlfile.c",18
"xmlmime.c",1
"xmlparse.c",30
"xmlparse.cpp",4
"xmlrole.c",3
"xmltok_impl.c",5
"xmltok_ns.c",2
"xmltok.c",9
"xmlwf.c",11
