"Desenvolvedor","Data","Classificacao_ownership","Major","Minor","Total"
"James Yonan","2011-08-01","Major",5,0,5
"Adriaan De Jong","2011-09-01","Major",5,0,5
"Gert Doering","2011-09-01","Major",5,0,5
"Adriaan De Jong","2011-10-01","Major",5,0,5
"James Yonan","2011-10-01","Major",5,0,5
"Gert Doering","2011-11-01","Major",5,0,5
"David Sommerseth","2011-12-01","Major",5,0,5
"Gert Doering","2011-12-01","Major",5,0,5
"David Sommerseth","2012-01-01","Major",5,0,5
"Gert Doering","2012-01-01","Major",5,0,5
"Adriaan De Jong","2012-02-01","Major",5,0,5
"Alon Bar-Lev","2012-02-01","Major",7,0,7
"David Sommerseth","2012-02-01","Major",7,0,7
"Gert Doering","2012-02-01","Major",7,0,7
"Heiko Hund","2012-02-01","Major",7,0,7
"Adriaan De Jong","2012-04-01","Major",7,0,7
"Gert Doering","2012-06-01","Major",7,0,7
"Arne Schwabe","2012-08-01","Major",8,0,8
"Gert Doering","2012-08-01","Major",8,0,8
"Gert Doering","2012-09-01","Major",8,0,8
"James Yonan","2012-09-01","Major",8,0,8
"David Sommerseth","2012-10-01","Major",8,0,8
"David Sommerseth","2012-11-01","Major",8,0,8
"Gert Doering","2013-03-01","Major",8,0,8
"Steffan Karger","2013-03-01","Major",9,0,9
"Arne Schwabe","2013-04-01","Major",9,0,9
"Steffan Karger","2013-04-01","Major",9,0,9
"Arne Schwabe","2013-05-01","Major",9,0,9
"Gert Doering","2013-05-01","Major",9,0,9
"Steffan Karger","2013-05-01","Major",9,0,9
"David Sommerseth","2013-07-01","Major",9,0,9
"Arne Schwabe","2013-11-01","Major",9,0,9
"Gert Doering","2014-01-01","Major",9,0,9
"Steffan Karger","2014-01-01","Major",9,0,9
"Steffan Karger","2014-02-01","Major",9,0,9
"Steffan Karger","2014-03-01","Major",9,0,9
"Gert Doering","2014-04-01","Major",9,0,9
"Steffan Karger","2014-04-01","Major",9,0,9
"Steffan Karger","2014-05-01","Major",9,0,9
"Gert Doering","2014-06-01","Major",9,0,9
"Steffan Karger","2014-06-01","Major",9,0,9
"Steffan Karger","2014-07-01","Major",9,0,9
"Steffan Karger","2014-08-01","Major",9,0,9
"David Sommerseth","2014-09-01","Major",9,0,9
"Steffan Karger","2014-09-01","Major",9,0,9
"David Sommerseth","2014-10-01","Major",9,0,9
"Steffan Karger","2014-10-01","Major",9,0,9
"David Sommerseth","2014-11-01","Major",9,0,9
"Lev Stipakov","2014-11-01","Major",10,0,10
"Steffan Karger","2014-11-01","Major",10,0,10
"David Sommerseth","2014-12-01","Major",10,0,10
"Gert Doering","2014-12-01","Major",10,0,10
"Lev Stipakov","2014-12-01","Major",10,0,10
"Steffan Karger","2015-01-01","Major",10,0,10
"Lev Stipakov","2015-02-01","Major",10,0,10
"Steffan Karger","2015-02-01","Major",11,0,11
"Vasily Kulikov","2015-02-01","Major",11,0,11
"Steffan Karger","2015-03-01","Major",11,0,11
"Daniel Kubec","2015-04-01","Major",12,0,12
"Gert Doering","2015-04-01","Major",12,0,12
"Gert Doering","2015-05-01","Major",12,0,12
"Steffan Karger","2015-05-01","Major",12,0,12
"Steffan Karger","2015-06-01","Major",12,0,12
"David Sommerseth","2015-07-01","Major",12,0,12
"Steffan Karger","2015-07-01","Major",12,0,12
"Arne Schwabe","2015-09-01","Major",12,0,12
"Gert Doering","2015-09-01","Major",12,0,12
"Steffan Karger","2015-09-01","Major",12,0,12
"Lev Stipakov","2015-10-01","Major",12,0,12
"Steffan Karger","2015-10-01","Major",12,0,12
"Arne Schwabe","2015-11-01","Major",12,0,12
"Gert Doering","2015-11-01","Major",12,0,12
"Steffan Karger","2015-11-01","Major",12,0,12
"Steffan Karger","2015-12-01","Major",12,0,12
"Heiko Hund","2016-01-01","Major",12,0,12
"Steffan Karger","2016-01-01","Major",12,0,12
"Arne Schwabe","2016-02-01","Major",12,0,12
"Selva Nair","2016-02-01","Major",13,0,13
"Steffan Karger","2016-02-01","Major",13,0,13
"Selva Nair","2016-03-01","Major",13,0,13
"Steffan Karger","2016-03-01","Major",13,0,13
"Steffan Karger","2016-04-01","Major",13,0,13
"Ivo Manca","2016-05-01","Major",14,0,14
"Jens Neuhalfen","2016-05-01","Major",15,0,15
"Selva Nair","2016-05-01","Major",15,0,15
"Steffan Karger","2016-05-01","Major",15,0,15
"Gert Doering","2016-06-01","Major",15,0,15
"Selva Nair","2016-06-01","Major",15,0,15
"Steffan Karger","2016-06-01","Major",15,0,15
"David Sommerseth","2016-07-01","Major",15,0,15
"Steffan Karger","2016-07-01","Major",15,0,15
"David Sommerseth","2016-08-01","Major",15,0,15
"Steffan Karger","2016-08-01","Major",15,0,15
"Arne Schwabe","2016-09-01","Major",15,0,15
"Gert Doering","2016-09-01","Major",15,0,15
"Lev Stipakov","2016-09-01","Major",15,0,15
"Steffan Karger","2016-09-01","Major",15,0,15
"Arne Schwabe","2016-10-01","Major",15,0,15
"Heiko Hund","2016-10-01","Major",15,0,15
"Steffan Karger","2016-10-01","Major",15,0,15
"Arne Schwabe","2016-11-01","Major",15,0,15
"David Sommerseth","2016-11-01","Major",15,0,15
"Gert Doering","2016-11-01","Major",15,0,15
"Selva Nair","2016-11-01","Major",15,0,15
"Steffan Karger","2016-11-01","Major",15,0,15
"David Sommerseth","2016-12-01","Major",15,0,15
"Steffan Karger","2016-12-01","Major",15,0,15
"Selva Nair","2017-01-01","Major",15,0,15
"Steffan Karger","2017-01-01","Major",15,0,15
"Gert Doering","2017-02-01","Major",15,0,15
"Simon Matter","2017-02-01","Major",16,0,16
"David Sommerseth","2017-03-01","Major",16,0,16
"Gert Doering","2017-03-01","Major",16,0,16
"Steffan Karger","2017-03-01","Major",16,0,16
"David Sommerseth","2017-04-01","Major",16,0,16
"Steffan Karger","2017-05-01","Major",16,0,16
"Arne Schwabe","2017-06-01","Major",16,0,16
"Emmanuel Deloget","2017-06-01","Major",18,0,18
"Steffan Karger","2017-06-01","Major",18,0,18
"Antonio Quartulli","2017-07-01","Major",18,0,18
"David Sommerseth","2017-07-01","Major",18,0,18
"Steffan Karger","2017-07-01","Major",18,0,18
"Antonio Quartulli","2017-08-01","Major",18,0,18
"Steffan Karger","2017-08-01","Major",18,0,18
"David Sommerseth","2017-09-01","Major",18,0,18
"Selva Nair","2017-10-01","Major",18,0,18
"Selva Nair","2017-11-01","Major",18,0,18
"Steffan Karger","2017-11-01","Major",18,0,18
"Selva Nair","2017-12-01","Major",18,0,18
"Steffan Karger","2017-12-01","Major",18,0,18
"David Sommerseth","2018-01-01","Major",18,0,18
"Selva Nair","2018-01-01","Major",18,0,18
"Steffan Karger","2018-01-01","Major",18,0,18
"Gert Doering","2018-02-01","Major",18,0,18
"Selva Nair","2018-02-01","Major",18,0,18
"Steffan Karger","2018-02-01","Major",18,0,18
"Selva Nair","2018-04-01","Major",18,0,18
"Antonio Quartulli","2018-06-01","Major",18,0,18
"Steffan Karger","2018-07-01","Major",18,0,18
"Steffan Karger","2018-08-01","Major",18,0,18
"Steffan Karger","2018-09-01","Major",18,0,18
"Arne Schwabe","2018-10-01","Major",18,0,18
"David Sommerseth","2018-10-01","Major",19,0,19
"Lev Stipakov","2018-10-01","Major",19,0,19
"Selva Nair","2018-10-01","Major",19,0,19
"Simon Rozman","2018-10-01","Major",19,0,19
"Steffan Karger","2018-10-01","Major",19,0,19
"Gert Doering","2018-11-01","Major",19,0,19
"Simon Rozman","2018-11-01","Major",19,0,19
"Antonio Quartulli","2018-12-01","Major",19,0,19
"Arne Schwabe","2018-12-01","Major",19,0,19
"Gert Doering","2018-12-01","Major",19,0,19
"Selva Nair","2018-12-01","Major",19,0,19
"Simon Rozman","2018-12-01","Major",19,0,19
"Arne Schwabe","2019-01-01","Major",19,0,19
"Jonathan Tooker","2019-01-01","Major",20,0,20
"Selva Nair","2019-01-01","Major",20,0,20
"Steffan Karger","2019-01-01","Major",20,0,20
"Simon Rozman","2019-02-01","Major",20,0,20
"Arne Schwabe","2019-05-01","Major",20,0,20
"Antonio Quartulli","2019-06-01","Major",20,0,20
"Antonio Quartulli","2019-07-01","Major",20,0,20
"Selva Nair","2019-07-01","Major",20,0,20
"Antonio Quartulli","2019-08-01","Major",20,0,20
"Arne Schwabe","2019-09-01","Major",20,0,20
"Lev Stipakov","2019-09-01","Major",20,0,20
"Antonio Quartulli","2019-10-01","Major",20,0,20
"Gert Doering","2019-10-01","Major",20,0,20
"Antonio Quartulli","2019-11-01","Major",20,0,20
"Arne Schwabe","2019-11-01","Major",20,0,20
"Steffan Karger","2019-11-01","Major",20,0,20
"Arne Schwabe","2019-12-01","Major",20,0,20
"Lev Stipakov","2019-12-01","Major",20,0,20
"Steffan Karger","2020-01-01","Major",20,0,20
"Arne Schwabe","2020-02-01","Major",20,0,20
"David Sommerseth","2020-02-01","Major",20,0,20
"Heiko Hund","2020-02-01","Major",20,0,20
"Selva Nair","2020-02-01","Major",20,0,20
"Arne Schwabe","2020-03-01","Major",20,0,20
"Simon Rozman","2020-03-01","Major",20,0,20
"Antonio Quartulli","2020-04-01","Major",20,0,20
"Arne Schwabe","2020-04-01","Major",20,0,20
"Gert Doering","2020-04-01","Major",20,0,20
"Antonio Quartulli","2020-05-01","Major",20,0,20
"Arne Schwabe","2020-05-01","Major",20,0,20
"Antonio Quartulli","2020-06-01","Major",20,0,20
"Arne Schwabe","2020-06-01","Major",21,0,21
"James Bottomley","2020-06-01","Major",21,0,21
"Arne Schwabe","2020-07-01","Major",21,0,21
"Gert Doering","2020-07-01","Major",21,0,21
"Lev Stipakov","2020-07-01","Major",21,0,21
"Steffan Karger","2020-07-01","Major",21,0,21
"Arne Schwabe","2020-08-01","Major",21,0,21
"Gert Doering","2020-08-01","Major",21,0,21
"Gert Doering","2020-09-01","Major",21,0,21
"Selva Nair","2020-09-01","Major",21,0,21
"Arne Schwabe","2020-10-01","Major",21,0,21
"Gert Doering","2020-10-01","Major",21,0,21
"Steffan Karger","2020-10-01","Major",21,0,21
"Arne Schwabe","2020-12-01","Major",21,0,21
